time,EpTO-100-1sec-0.000000,EpTO-100-1sec-0.250000,EpTO-100-1sec-0.500000,EpTO-100-1sec-0.750000,EpTO-100-1sec-1.000000,EpTO-50-1sec-0.000000,EpTO-50-1sec-0.250000,EpTO-50-1sec-0.500000,EpTO-50-1sec-0.750000,EpTO-50-1sec-1.000000,EpTO-50-2sec-0.000000,EpTO-50-2sec-0.250000,EpTO-50-2sec-0.500000,EpTO-50-2sec-0.750000,EpTO-50-2sec-1.000000,EpTO-add-suspend-0.000000,EpTO-add-suspend-0.250000,EpTO-add-suspend-0.500000,EpTO-add-suspend-0.750000,EpTO-add-suspend-1.000000,EpTO-real-trace-0.000000,EpTO-real-trace-0.250000,EpTO-real-trace-0.500000,EpTO-real-trace-0.750000,EpTO-real-trace-1.000000,EpTO-suspend-0.000000,EpTO-suspend-0.250000,EpTO-suspend-0.500000,EpTO-suspend-0.750000,EpTO-suspend-1.000000,JGroups-100-1sec-0.000000,JGroups-100-1sec-0.250000,JGroups-100-1sec-0.500000,JGroups-100-1sec-0.750000,JGroups-100-1sec-1.000000,JGroups-50-1sec-0.000000,JGroups-50-1sec-0.250000,JGroups-50-1sec-0.500000,JGroups-50-1sec-0.750000,JGroups-50-1sec-1.000000,JGroups-50-2sec-0.000000,JGroups-50-2sec-0.250000,JGroups-50-2sec-0.500000,JGroups-50-2sec-0.750000,JGroups-50-2sec-1.000000,JGroups-add-suspend-coord-0.000000,JGroups-add-suspend-coord-0.250000,JGroups-add-suspend-coord-0.500000,JGroups-add-suspend-coord-0.750000,JGroups-add-suspend-coord-1.000000,JGroups-add-suspend-nocoord-0.000000,JGroups-add-suspend-nocoord-0.250000,JGroups-add-suspend-nocoord-0.500000,JGroups-add-suspend-nocoord-0.750000,JGroups-add-suspend-nocoord-1.000000,JGroups-coord-0.000000,JGroups-coord-0.250000,JGroups-coord-0.500000,JGroups-coord-0.750000,JGroups-coord-1.000000,JGroups-nocoord-0.000000,JGroups-nocoord-0.250000,JGroups-nocoord-0.500000,JGroups-nocoord-0.750000,JGroups-nocoord-1.000000,JGroups-suspend-coord-0.000000,JGroups-suspend-coord-0.250000,JGroups-suspend-coord-0.500000,JGroups-suspend-coord-0.750000,JGroups-suspend-coord-1.000000,JGroups-suspend-nocoord-0.000000,JGroups-suspend-nocoord-0.250000,JGroups-suspend-nocoord-0.500000,JGroups-suspend-nocoord-0.750000,JGroups-suspend-nocoord-1.000000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.016666666666667,0,0.00014,0.000271,0.000438,0.001172,0,0.00032,0.00048,0.00059,0.001086,0,0.00032,0.00048,0.00059,0.000968,0,0.00016,0.00032,0.00046,0.001424,0,0.0002,0.000328,0.000452,0.001086,0,0.000112,0.000258,0.00044,0.001008,0,0.000143,0.000338,0.000659,0.008144,0,0.00032,0.000578,0.001089,0.004728,0,0.00032,0.000538,0.0010055,0.005782,0,0.0001855,0.000364,0.0006475,0.01156,0,0.000168,0.000328,0.000586,0.011076,0,0.000221,0.000328,0.0005,0.007084,0,0.000238,0.00034,0.0005,0.008672,0,0.000148,0.000311,0.0006485,0.009424,0,0.00016,0.00034,0.0007425,0.008286
0.033333333333333,0,7E-05,0.00016,0.000267,0.000718,0,0.00016,0.00025,0.00041,0.00075,0,0.000157,0.00025,0.00036,0.000688,0,9E-05,0.00018,0.000294,0.00076,0,9E-05,0.00018,0.0003,0.001214,0,7E-05,0.00016,0.000292,0.00067,0,0.00014,0.000334,0.0007445,0.034172,0,0.00018,0.000515,0.0019045,0.037052,0,0.00018,0.000508,0.001924,0.03566,0,0.00016,0.000412,0.001933,0.140011,0,0.00016,0.000398,0.0019335,0.146863,0,0.00023,0.000912,0.050544,0.114665,0,0.000241,0.00151,0.050949,0.138583,0,0.0001365,0.000308,0.0007355,0.048659,0,0.00014,0.000328,0.000848,0.047577
0.05,0,7E-05,0.00016,0.00028,0.000932,0,7E-05,0.00014,0.000238,0.000648,0,7E-05,0.000144,0.000258,0.000718,0,7E-05,0.00016,0.00028,0.000738,0,0,9E-05,0.000238,0.000886,0,7E-05,0.00016,0.0003,0.00069,0,0.0001955,0.000398,0.000986,0.019629,0,0.000299,0.0011585,0.009705,0.02573,0,0.0002575,0.000924,0.006946,0.025523,0,0.00023,0.000553,0.0028735,0.098857,0,0.00021,0.000469,0.002722,0.101201,0,0.000238,0.001162,0.006296,0.094288,0,0.000258,0.001326,0.00867,0.101186,0,0.000168,0.000362,0.001089,0.076438,0,0.0001795,0.000395,0.0011405,0.050637
0.066666666666667,0,0.000112,0.000199,0.00032,0.000948,0,7E-05,0.00014,0.00025,0.000758,0,7E-05,0.00014,0.000258,0.00073,0,7E-05,0.00016,0.0003,0.000848,0,0,8.4E-05,0.000238,0.00075,0,9E-05,0.00018,0.000308,0.000738,0,0.000238,0.000468,0.001776,0.069126,7E-05,0.000398,0.001704,0.00504525,0.025956,0,0.000436,0.002121,0.00575225,0.025993,0,0.000258,0.00066,0.0041515,0.067657,0,0.00025,0.00061,0.0048115,0.069854,0,0.00025,0.00155,0.010589,0.073357,0,0.000328,0.002294,0.0109835,0.074042,0,0.000227,0.00042,0.001484,0.130974,0,0.00023,0.000476,0.001776,0.086436
0.083333333333333,0,9E-05,0.00021,0.000308,0.000922,0,0.00014,0.00016,0.000258,0.000848,0,0.00014,0.000182,0.000258,0.000766,0,9E-05,0.00016,0.000294,0.00085,0,8.4E-05,0.00014,0.00025,0.000938,0,9E-05,0.00021,0.000308,0.000746,0,0.00025,0.000485,0.002163,0.055139,0,0.000565,0.001733,0.00402975,0.027688,0,0.00040925,0.001803,0.003897,0.02548,0,0.000258,0.000677,0.007689,0.061477,0,0.00025,0.000665,0.0066935,0.068046,0,0.00032,0.003172,0.010884,0.102666,0,0.00032,0.003846,0.0110665,0.074207,0,0.0001935,0.000448,0.0022515,0.062581,0,0.000238,0.000506,0.00281475,0.061232
0.1,0,7E-05,0.000168,0.00028,0.000828,0,3.15E-05,7E-05,0.00018,0.000738,0,0,7E-05,0.00021,0.00075,0,7E-05,0.00014,0.000258,0.001204,0,4.2E-05,0.000112,0.00023,0.001092,0,7E-05,0.000165,0.00028,0.000654,0,0.0002495,0.000573,0.00416525,0.066975,0,0.000701,0.001719,0.0041335,0.027491,0,0.0006775,0.002123,0.003741,0.025297,0,0.00028,0.001008,0.00754275,0.063767,0,0.00025,0.000928,0.00830875,0.060947,0,0.000268,0.00463,0.010731,0.075835,0,0.00034,0.004922,0.010901,0.095186,0,0.00023,0.000559,0.00357675,0.078601,0,0.00025,0.000589,0.0037645,0.068631
0.116666666666667,0,8.4E-05,0.00018,0.0003,0.000816,0,0,7E-05,0.00014,0.000738,0,0,7E-05,0.0001435,0.00066,0,4.2E-05,0.000154,0.000258,0.000798,0,0,7.8E-05,0.00023,0.001176,0,7.6E-05,0.000168,0.0002955,0.00069,0,0.000258,0.000743,0.00642475,0.059596,0,0.000671,0.001661,0.00385625,0.022079,0,0.00067075,0.0021115,0.00405825,0.023497,0,0.00032,0.001377,0.00908425,0.063754,0,0.000274,0.001174,0.00869475,0.063559,0,0.00032,0.007202,0.0110635,0.065979,0,0.000402,0.00735,0.0113215,0.071599,0,0.000258,0.000657,0.0051385,0.069405,0,0.000258,0.00068,0.0043035,0.103299
0.133333333333333,0,0.000112,0.00021,0.00032,0.000784,0,0,7E-05,0.00014,0.000648,0,0,7E-05,0.00014,0.00064,0,7E-05,0.00016,0.00028,0.000718,0,0,8.4E-05,0.000238,0.001092,0,7E-05,0.000168,0.0003,0.0008,0,0.0003,0.000758,0.0059195,0.068461,0,0.00065475,0.001593,0.003667,0.023402,0,0.00064225,0.001926,0.003649,0.022805,0,0.00032,0.0021945,0.00902,0.058166,0,0.000322,0.001936,0.009252,0.062975,0,0.0003435,0.008092,0.0116805,0.07352,0,0.000398,0.007882,0.011855,0.122372,0,0.0002705,0.000828,0.0054145,0.055825,0,0.0002985,0.0008815,0.004905,0.058499
0.15,0,8.4E-05,0.000182,0.0003,0.000862,0,7E-05,0.00014,0.000182,0.00064,0,7E-05,0.00014,0.0001995,0.000878,0,7E-05,0.00016,0.000266,0.000758,0,7E-05,0.00014,0.00023,0.001078,0,7E-05,0.000168,0.00028,0.000834,0,0.000292,0.001078,0.00659125,0.083287,0,0.00064275,0.0013535,0.00264175,0.021298,0,0.00059175,0.0016765,0.002795,0.023507,0,0.00034,0.002536,0.00823275,0.07706,0,0.000336,0.0028075,0.0089825,0.06235,0,0.00036,0.007319,0.012174,0.074229,0,0.0004185,0.0083205,0.012814,0.098149,0,0.00025,0.00091,0.005476,0.059991,0,0.00028,0.001142,0.005725,0.057061
